[book    ] sum:25727.21  nds:5145.45  vsego:30872.66
[detal   ] sum:25727.21  nds:5145.45  vsego:30872.66
[amount  ] sum:25727.30  nds:5145.48  vsego:30872.78
[total   ] sum:25727.30  nds:5145.46  vsego:30872.76
[akt     ] sum:25727.30  nds:0.00  vsego:0.00
--
[book    ] sum:25727.21  nds:5145.45  vsego:30872.66
[detal   ] sum:25727.21  nds:5145.45  vsego:30872.66
[amount  ] sum:25727.21  nds:5145.45  vsego:30872.66
[total   ] sum:25727.21  nds:5145.45  vsego:30872.66
[akt     ] sum:25727.21  nds:0.00  vsego:0.00
