[book    ] sum:40033.93  nds:8006.79  vsego:48040.72
[detal   ] sum:40033.93  nds:8006.79  vsego:48040.72
[amount  ] sum:40034.01  nds:8006.81  vsego:48040.82
[total   ] sum:40034.01  nds:8006.80  vsego:48040.81
[akt     ] sum:40034.01  nds:0.00  vsego:0.00
--
[book    ] sum:40033.93  nds:8006.79  vsego:48040.72
[detal   ] sum:40033.93  nds:8006.79  vsego:48040.72
[amount  ] sum:40033.93  nds:8006.79  vsego:48040.72
[total   ] sum:40033.93  nds:8006.79  vsego:48040.72
[akt     ] sum:40033.93  nds:0.00  vsego:0.00
