[book    ] sum:33501.37  nds:6700.26  vsego:40201.63
[detal   ] sum:33501.37  nds:6700.26  vsego:40201.63
[amount  ] sum:33501.41  nds:6700.29  vsego:40201.70
[total   ] sum:33501.41  nds:6700.29  vsego:40201.70
[akt     ] sum:33501.41  nds:0.00  vsego:0.00
--
[book    ] sum:33501.37  nds:6700.26  vsego:40201.63
[detal   ] sum:33501.37  nds:6700.26  vsego:40201.63
[amount  ] sum:33501.37  nds:6700.26  vsego:40201.63
[total   ] sum:33501.37  nds:6700.26  vsego:40201.63
[akt     ] sum:33501.37  nds:0.00  vsego:0.00
