[book    ] sum:33326.82  nds:6665.37  vsego:39992.19
[detal   ] sum:33326.82  nds:6665.37  vsego:39992.19
[amount  ] sum:33326.83  nds:6665.37  vsego:39992.20
[total   ] sum:33326.83  nds:6665.36  vsego:39992.19
[akt     ] sum:33326.83  nds:0.00  vsego:0.00
--
[book    ] sum:33326.82  nds:6665.37  vsego:39992.19
[detal   ] sum:33326.82  nds:6665.37  vsego:39992.19
[amount  ] sum:33326.82  nds:6665.37  vsego:39992.19
[total   ] sum:33326.82  nds:6665.37  vsego:39992.19
[akt     ] sum:33326.82  nds:0.00  vsego:0.00
