[book    ] sum:44117.54  nds:8823.52  vsego:52941.06
[detal   ] sum:44117.54  nds:8823.52  vsego:52941.06
[amount  ] sum:44117.60  nds:8823.53  vsego:52941.13
[total   ] sum:44117.60  nds:8823.52  vsego:52941.12
[akt     ] sum:44117.60  nds:0.00  vsego:0.00
--
[book    ] sum:44117.54  nds:8823.52  vsego:52941.06
[detal   ] sum:44117.54  nds:8823.52  vsego:52941.06
[amount  ] sum:44117.54  nds:8823.52  vsego:52941.06
[total   ] sum:44117.54  nds:8823.52  vsego:52941.06
[akt     ] sum:44117.54  nds:0.00  vsego:0.00
