[book    ] sum:35979.19  nds:7195.85  vsego:43175.04
[detal   ] sum:35979.19  nds:7195.85  vsego:43175.04
[amount  ] sum:35979.20  nds:7195.84  vsego:43175.04
[total   ] sum:35979.20  nds:7195.84  vsego:43175.04
[akt     ] sum:35979.20  nds:0.00  vsego:0.00
--
[book    ] sum:35979.19  nds:7195.85  vsego:43175.04
[detal   ] sum:35979.19  nds:7195.85  vsego:43175.04
[amount  ] sum:35979.19  nds:7195.85  vsego:43175.04
[total   ] sum:35979.19  nds:7195.85  vsego:43175.04
[akt     ] sum:35979.19  nds:0.00  vsego:0.00
