[book    ] sum:30750.35  nds:6150.06  vsego:36900.41
[detal   ] sum:30750.35  nds:6150.06  vsego:36900.41
[amount  ] sum:30750.42  nds:6150.07  vsego:36900.49
[total   ] sum:30750.42  nds:6150.08  vsego:36900.50
[akt     ] sum:30750.42  nds:0.00  vsego:0.00
--
[book    ] sum:30750.35  nds:6150.06  vsego:36900.41
[detal   ] sum:30750.35  nds:6150.06  vsego:36900.41
[amount  ] sum:30750.35  nds:6150.06  vsego:36900.41
[total   ] sum:30750.35  nds:6150.06  vsego:36900.41
[akt     ] sum:30750.35  nds:0.00  vsego:0.00
