[book    ] sum:34316.05  nds:6863.20  vsego:41179.25
[detal   ] sum:34316.05  nds:6863.20  vsego:41179.25
[amount  ] sum:34316.10  nds:6863.21  vsego:41179.31
[total   ] sum:34316.10  nds:6863.22  vsego:41179.32
[akt     ] sum:34316.10  nds:0.00  vsego:0.00
--
[book    ] sum:34316.05  nds:6863.20  vsego:41179.25
[detal   ] sum:34316.05  nds:6863.20  vsego:41179.25
[amount  ] sum:34316.05  nds:6863.20  vsego:41179.25
[total   ] sum:34316.05  nds:6863.20  vsego:41179.25
[akt     ] sum:34316.05  nds:0.00  vsego:0.00
