[book    ] sum:49983.20  nds:9996.65  vsego:59979.85
[detal   ] sum:49983.20  nds:9996.65  vsego:59979.85
[amount  ] sum:49983.28  nds:9996.64  vsego:59979.92
[total   ] sum:49983.28  nds:9996.66  vsego:59979.94
[akt     ] sum:49983.28  nds:0.00  vsego:0.00
--
[book    ] sum:49983.20  nds:9996.65  vsego:59979.85
[detal   ] sum:49983.20  nds:9996.65  vsego:59979.85
[amount  ] sum:49983.20  nds:9996.65  vsego:59979.85
[total   ] sum:49983.20  nds:9996.65  vsego:59979.85
[akt     ] sum:49983.20  nds:0.00  vsego:0.00
