[book    ] sum:30312.24  nds:6062.46  vsego:36374.70
[detal   ] sum:30312.24  nds:6062.46  vsego:36374.70
[amount  ] sum:30312.27  nds:6062.45  vsego:36374.72
[total   ] sum:30312.27  nds:6062.45  vsego:36374.72
[akt     ] sum:30312.27  nds:0.00  vsego:0.00
--
[book    ] sum:30312.24  nds:6062.46  vsego:36374.70
[detal   ] sum:30312.24  nds:6062.46  vsego:36374.70
[amount  ] sum:30312.24  nds:6062.46  vsego:36374.70
[total   ] sum:30312.24  nds:6062.46  vsego:36374.70
[akt     ] sum:30312.24  nds:0.00  vsego:0.00
