[book    ] sum:28333.89  nds:5666.77  vsego:34000.66
[detal   ] sum:28333.89  nds:5666.77  vsego:34000.66
[amount  ] sum:28333.96  nds:5666.78  vsego:34000.74
[total   ] sum:28333.96  nds:5666.79  vsego:34000.75
[akt     ] sum:28333.96  nds:0.00  vsego:0.00
--
[book    ] sum:28333.89  nds:5666.77  vsego:34000.66
[detal   ] sum:28333.89  nds:5666.77  vsego:34000.66
[amount  ] sum:28333.89  nds:5666.77  vsego:34000.66
[total   ] sum:28333.89  nds:5666.77  vsego:34000.66
[akt     ] sum:28333.89  nds:0.00  vsego:0.00
