[book    ] sum:28002.59  nds:5600.52  vsego:33603.11
[detal   ] sum:28002.59  nds:5600.52  vsego:33603.11
[amount  ] sum:28002.60  nds:5600.52  vsego:33603.12
[total   ] sum:28002.60  nds:5600.52  vsego:33603.12
[akt     ] sum:28002.60  nds:0.00  vsego:0.00
--
[book    ] sum:28002.59  nds:5600.52  vsego:33603.11
[detal   ] sum:28002.59  nds:5600.52  vsego:33603.11
[amount  ] sum:28002.59  nds:5600.52  vsego:33603.11
[total   ] sum:28002.59  nds:5600.52  vsego:33603.11
[akt     ] sum:28002.59  nds:0.00  vsego:0.00
