[book    ] sum:43973.83  nds:8794.77  vsego:52768.60
[detal   ] sum:43973.83  nds:8794.77  vsego:52768.60
[amount  ] sum:43973.90  nds:8794.81  vsego:52768.71
[total   ] sum:43973.90  nds:8794.77  vsego:52768.67
[akt     ] sum:43973.90  nds:0.00  vsego:0.00
--
[book    ] sum:43973.83  nds:8794.77  vsego:52768.60
[detal   ] sum:43973.83  nds:8794.77  vsego:52768.60
[amount  ] sum:43973.83  nds:8794.77  vsego:52768.60
[total   ] sum:43973.83  nds:8794.77  vsego:52768.60
[akt     ] sum:43973.83  nds:0.00  vsego:0.00
