[book    ] sum:39060.69  nds:7812.13  vsego:46872.82
[detal   ] sum:39060.69  nds:7812.13  vsego:46872.82
[amount  ] sum:39060.69  nds:7812.12  vsego:46872.81
[total   ] sum:39060.69  nds:7812.14  vsego:46872.83
[akt     ] sum:39060.69  nds:0.00  vsego:0.00
--
[book    ] sum:39060.69  nds:7812.13  vsego:46872.82
[detal   ] sum:39060.69  nds:7812.13  vsego:46872.82
[amount  ] sum:39060.69  nds:7812.13  vsego:46872.82
[total   ] sum:39060.69  nds:7812.13  vsego:46872.82
[akt     ] sum:39060.69  nds:0.00  vsego:0.00
