[book    ] sum:33573.22  nds:6714.63  vsego:40287.85
[detal   ] sum:33573.22  nds:6714.63  vsego:40287.85
[amount  ] sum:33573.24  nds:6714.64  vsego:40287.88
[total   ] sum:33573.24  nds:6714.65  vsego:40287.89
[akt     ] sum:33573.24  nds:0.00  vsego:0.00
--
[book    ] sum:33573.22  nds:6714.63  vsego:40287.85
[detal   ] sum:33573.22  nds:6714.63  vsego:40287.85
[amount  ] sum:33573.22  nds:6714.63  vsego:40287.85
[total   ] sum:33573.22  nds:6714.63  vsego:40287.85
[akt     ] sum:33573.22  nds:0.00  vsego:0.00
