[book    ] sum:13679.78  nds:2735.95  vsego:16415.73
[detal   ] sum:13679.78  nds:2735.95  vsego:16415.73
[amount  ] sum:13679.83  nds:2735.96  vsego:16415.79
[total   ] sum:13679.83  nds:2735.96  vsego:16415.79
[akt     ] sum:13679.83  nds:0.00  vsego:0.00
--
[book    ] sum:13679.78  nds:2735.95  vsego:16415.73
[detal   ] sum:13679.78  nds:2735.95  vsego:16415.73
[amount  ] sum:13679.78  nds:2735.95  vsego:16415.73
[total   ] sum:13679.78  nds:2735.95  vsego:16415.73
[akt     ] sum:13679.78  nds:0.00  vsego:0.00
