[book    ] sum:32422.31  nds:6484.46  vsego:38906.77
[detal   ] sum:32422.31  nds:6484.46  vsego:38906.77
[amount  ] sum:32422.30  nds:6484.46  vsego:38906.76
[total   ] sum:32422.30  nds:6484.46  vsego:38906.76
[akt     ] sum:32422.30  nds:0.00  vsego:0.00
--
[book    ] sum:32422.31  nds:6484.46  vsego:38906.77
[detal   ] sum:32422.31  nds:6484.46  vsego:38906.77
[amount  ] sum:32422.31  nds:6484.46  vsego:38906.77
[total   ] sum:32422.31  nds:6484.46  vsego:38906.77
[akt     ] sum:32422.31  nds:0.00  vsego:0.00
