id;abc;fm;to;capacity;zona;stat;oper;region;area;ts
0;949;2343400;2343599;200;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2345000;2345099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2345500;2345699;200;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2346200;2346299;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2347300;2347399;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2348800;2348899;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2349100;2349199;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2350600;2350699;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2350900;2350999;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2351500;2351599;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2352200;2352299;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2353300;2353399;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2354800;2354899;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2356700;2356799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2357000;2357099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2358700;2358899;200;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2361700;2361799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2364600;2364699;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2365300;2365399;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2366700;2366799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2367000;2367299;300;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2367500;2367599;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2369300;2369399;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2375100;2375199;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2377200;2377299;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2377700;2377799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2378300;2378399;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2381000;2381099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2382000;2382099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2383000;2383099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2388700;2388799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2390000;2390099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2390300;2390499;200;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2390900;2390999;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2391100;2391199;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2391900;2391999;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2392000;2392099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2392300;2392399;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2392700;2392799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2395100;2395199;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2395900;2395999;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2400700;2400799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2401100;2401199;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2401700;2401799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2402400;2402499;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2403500;2403599;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2403700;2403799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2405500;2405599;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2406600;2406699;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2406900;2406999;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2407700;2407799;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2408200;2408299;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2409900;2410299;400;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2411000;2411199;200;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2411500;2411599;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2412000;2412099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2412400;2412499;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2415900;2415999;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2416900;2416999;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2419400;2419499;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2420900;2420999;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2422000;2422099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2424000;2424099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2424200;2424299;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2424900;2424999;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2426400;2426499;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2430000;2430099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2435500;2435599;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2440000;2440099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2440400;2440499;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2442200;2442299;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2444400;2444499;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2445500;2445599;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2446500;2446599;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2447800;2447899;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
0;949;2448000;2448099;100;3;mg;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ «РЕСПУБЛИКАНСКИЙ ОПЕРАТОР СВЯЗИ»;Донецкая Народная Республика;Донецкая Народная Республика;9308013351;2025-05-01 12:46:22
