id;abc;fm;to;capacity;zona;stat;oper;region;area;ts
0;933;7820042;7820042;1;3;mg;ООО "АСТРАН";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7717647570;2025-05-01 12:46:22
0;933;7825000;7829999;5000;3;mg;ООО "ЭКСПРЕСС МОБАЙЛ";Ростовская обл.;Ростовская область;6163225548;2025-05-01 12:46:22
0;933;7830000;7831999;2000;3;mg;АО "МТТ";Республика Татарстан;Республика Татарстан;7705017253;2025-05-01 12:46:22
0;933;7832000;7836999;5000;3;mg;АО "МТТ";Самарская обл.;Самарская область;7705017253;2025-05-01 12:46:22
0;933;7837000;7841999;5000;4;mg;АО "МТТ";Свердловская обл.;Свердловская область;7705017253;2025-05-01 12:46:22
0;933;7842000;7846999;5000;4;mg;АО "МТТ";Челябинская обл.;Челябинская область;7705017253;2025-05-01 12:46:22
0;933;7847000;7859999;13000;3;mg;АО "МТТ";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7705017253;2025-05-01 12:46:22
0;933;7860000;7879999;20000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;933;7880000;8179999;300000;0;vz;ООО "Т-МОБ";Москва и Московская область;Город Москва, Московская область;7743200179;2025-05-01 12:46:22
0;933;8880000;8889999;10000;0;vz;ООО "СПРИНТ";г. Москва и Московская область;Город Москва, Московская область;7723613650;2025-05-01 12:46:22
0;933;8890000;8899999;10000;3;mg;АО "МТТ";Краснодарский край;Краснодарский край;7705017253;2025-05-01 12:46:22
0;933;8900000;8999999;100000;0;vz;ООО "Т-МОБ";Москва и Московская область;Город Москва, Московская область;7743200179;2025-05-01 12:46:22
0;933;9000000;9009999;10000;0;vz;ООО "ИНТЕРНОД";Москва и Московская область;Город Москва, Московская область;7733808377;2025-05-01 12:46:22
0;933;9010000;9029999;20000;2;mg;ООО "ВТБ МОБАЙЛ";Воронежская обл.;Воронежская область;9705121882;2025-05-01 12:46:22
0;933;9030000;9039999;10000;3;mg;ООО "ВТБ МОБАЙЛ";Калининградская обл.;Калининградская область;9705121882;2025-05-01 12:46:22
0;933;9040000;9049999;10000;2;mg;ООО "ВТБ МОБАЙЛ";Белгородская обл.;Белгородская область;9705121882;2025-05-01 12:46:22
0;933;9050000;9069999;20000;3;mg;ООО "ВТБ МОБАЙЛ";Пермский край;Пермский край;9705121882;2025-05-01 12:46:22
0;933;9070000;9099999;30000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;933;9100000;9299999;200000;0;vz;ООО "Т-МОБ";Москва и Московская область;Город Москва, Московская область;7743200179;2025-05-01 12:46:22
0;933;9300000;9339999;40000;4;mg;ПАО "МЕГАФОН";Алтайский край;Алтайский край;7812014560;2025-05-01 12:46:22
0;933;9340000;9349999;10000;3;mg;ПАО "МЕГАФОН";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7812014560;2025-05-01 12:46:22
0;933;9350000;9359999;10000;4;mg;ПАО "МЕГАФОН";Алтайский край;Алтайский край;7812014560;2025-05-01 12:46:22
0;933;9360000;9459999;100000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;933;9460000;9460999;1000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;933;9461000;9461999;1000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;933;9462000;9463999;2000;3;mg;АО "МТТ";Ростовская обл.;Ростовская область;7705017253;2025-05-01 12:46:22
0;933;9464000;9483999;20000;4;mg;ООО "Т-МОБ";Чеченская Республика;Чеченская Республика;7743200179;2025-05-01 12:46:22
0;933;9770000;9779999;10000;3;mg;ООО "Т-МОБ";Кировская обл.;Кировская область;7743200179;2025-05-01 12:46:22
0;933;9780000;9804999;25000;2;mg;ООО "Т-МОБ";Владимирская обл.;Владимирская область;7743200179;2025-05-01 12:46:22
0;933;9805000;9824999;20000;3;mg;ООО "Т-МОБ";Саратовская обл.;Саратовская область;7743200179;2025-05-01 12:46:22
0;933;9825000;9854999;30000;4;mg;ООО "Т-МОБ";Челябинская обл.;Челябинская область;7743200179;2025-05-01 12:46:22
0;933;9855000;9874999;20000;6;mg;ООО "Т-МОБ";Амурская обл.;Амурская область;7743200179;2025-05-01 12:46:22
0;933;9875000;9894999;20000;5;mg;ООО "Т-МОБ";Республика Саха /Якутия/;Республика Саха (Якутия);7743200179;2025-05-01 12:46:22
0;933;9895000;9896999;2000;4;mg;ООО "АЛЬФА-МОБАЙЛ";Астраханская обл.;Астраханская область;9725152215;2025-05-01 12:46:22
0;933;9897000;9898999;2000;6;mg;ООО "АЛЬФА-МОБАЙЛ";Амурская обл.;Амурская область;9725152215;2025-05-01 12:46:22
0;933;9899000;9900999;2000;3;mg;ООО "АЛЬФА-МОБАЙЛ";Кировская обл.;Кировская область;9725152215;2025-05-01 12:46:22
0;933;9901000;9902999;2000;3;mg;ООО "АЛЬФА-МОБАЙЛ";Псковская обл.;Псковская область;9725152215;2025-05-01 12:46:22
0;933;9903000;9904999;2000;5;mg;ООО "АЛЬФА-МОБАЙЛ";Забайкальский край;Забайкальский край;9725152215;2025-05-01 12:46:22
0;933;9905000;9906999;2000;5;mg;ООО "АЛЬФА-МОБАЙЛ";Республика Саха /Якутия/;Республика Саха (Якутия);9725152215;2025-05-01 12:46:22
0;933;9907000;9908999;2000;2;mg;ООО "АЛЬФА-МОБАЙЛ";Смоленская обл.;Смоленская область;9725152215;2025-05-01 12:46:22
0;933;9909000;9911999;3000;0;vz;ООО "МИАТЕЛ";Город Москва, Московская область;Город Москва, Московская область;7841482919;2025-05-01 12:46:22
0;933;9912000;9912999;1000;2;mg;ООО "Т-МОБ";Нижегородская обл.;Нижегородская область;7743200179;2025-05-01 12:46:22
0;933;9913000;9913999;1000;2;mg;ООО "Т-МОБ";Калужская обл.;Калужская область;7743200179;2025-05-01 12:46:22
0;933;9914000;9914999;1000;0;vz;ООО "Т-МОБ";Москва и Московская область;Город Москва, Московская область;7743200179;2025-05-01 12:46:22
0;933;9915000;9939999;25000;4;mg;ПАО "МЕГАФОН";Омская обл.;Омская область;7812014560;2025-05-01 12:46:22
0;933;9940000;9999999;60000;5;mg;ПАО "МЕГАФОН";Красноярский край;Красноярский край;7812014560;2025-05-01 12:46:22
0;934;0000000;0009999;10000;0;vz;ООО "СПРИНТ";г. Москва и Московская область;Город Москва, Московская область;7723613650;2025-05-01 12:46:22
0;934;0010000;0099999;90000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;934;0100000;0999999;900000;4;mg;ООО "Т2 МОБАЙЛ";Ставропольский край;Ставропольский край;7743895280;2025-05-01 12:46:22
0;934;1000000;1009999;10000;6;mg;ПАО "МегаФон";Приморский край;Приморский край;7812014560;2025-05-01 12:46:22
0;934;1010000;1109999;100000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;934;1110000;1114999;5000;4;mg;ООО "БЕЗЛИМИТ";Кабардино-Балкарская Республика;Кабардино-Балкарская Республика;9725007063;2025-05-01 12:46:22
0;934;1115000;1119999;5000;0;vz;ООО "БЕЗЛИМИТ";г. Москва * Московская область;Город Москва, Московская область;9725007063;2025-05-01 12:46:22
0;934;2000000;2004999;5000;6;mg;ПАО "МегаФон";Магаданская обл.;Магаданская область;7812014560;2025-05-01 12:46:22
0;934;2005000;2009999;5000;6;mg;ПАО "МЕГАФОН";Чукотский АО;Чукотский автономный округ;7812014560;2025-05-01 12:46:22
0;934;2220000;2229999;10000;0;vz;ООО "БЕЗЛИМИТ";г. Москва * Московская область;Город Москва, Московская область;9725007063;2025-05-01 12:46:22
0;934;3330000;3339999;10000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;934;3340000;3359999;20000;4;mg;АО "МТТ";Омская обл.;Омская область;7705017253;2025-05-01 12:46:22
0;934;3360000;3439999;80000;3;mg;АО "МТТ";Краснодарский край;Краснодарский край;7705017253;2025-05-01 12:46:22
0;934;4000000;4009999;10000;3;mg;АО "МТТ";Краснодарский край;Краснодарский край;7705017253;2025-05-01 12:46:22
0;934;4010000;4019999;10000;6;mg;ПАО "МегаФон";Хабаровский край;Хабаровский край;7812014560;2025-05-01 12:46:22
0;934;4310000;4319999;10000;5;mg;ПАО "МегаФон";Иркутская обл.;Иркутская область;7812014560;2025-05-01 12:46:22
0;934;4410000;4419999;10000;6;mg;ПАО "МегаФон";Сахалинская обл.;Сахалинская область;7812014560;2025-05-01 12:46:22
0;934;4420000;4439999;20000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;934;4440000;4449999;10000;0;vz;ООО "СПРИНТ";г. Москва и Московская область;Город Москва, Московская область;7723613650;2025-05-01 12:46:22
0;934;4610000;4619999;10000;5;mg;ПАО "МегаФон";Республика Саха /Якутия/;Республика Саха (Якутия);7812014560;2025-05-01 12:46:22
0;934;4710000;4719999;10000;5;mg;ПАО "МегаФон";Республика Бурятия;Республика Бурятия;7812014560;2025-05-01 12:46:22
0;934;4720000;4724999;5000;4;mg;АО "МТТ";Свердловская обл.;Свердловская область;7705017253;2025-05-01 12:46:22
0;934;4725000;4729999;5000;3;mg;АО "МТТ";Республика Татарстан;Республика Татарстан;7705017253;2025-05-01 12:46:22
0;934;4730000;4734999;5000;4;mg;АО "МТТ";Тюменская обл.;Тюменская область;7705017253;2025-05-01 12:46:22
0;934;4735000;4739999;5000;3;mg;АО "МТТ";Ульяновская обл.;Ульяновская область;7705017253;2025-05-01 12:46:22
0;934;4740000;4744999;5000;4;mg;АО "МТТ";Ханты-Мансийский АО - Югра;Ханты-Мансийский автономный округ - Югра;7705017253;2025-05-01 12:46:22
0;934;4745000;4749999;5000;2;mg;АО "МТТ";Пензенская обл.;Пензенская область;7705017253;2025-05-01 12:46:22
0;934;4750000;4754999;5000;2;mg;АО "МТТ";Ярославская обл.;Ярославская область;7705017253;2025-05-01 12:46:22
0;934;4755000;4759999;5000;3;mg;АО "МТТ";Саратовская обл.;Саратовская область;7705017253;2025-05-01 12:46:22
0;934;4760000;4769999;10000;6;mg;ПАО "МегаФон";Амурская обл.;Амурская область;7812014560;2025-05-01 12:46:22
0;934;4770000;4774999;5000;0;vz;ООО "МиАТел";Москва и Московская область;Город Москва, Московская область;7841482919;2025-05-01 12:46:22
0;934;4775000;4776999;2000;0;vz;ООО "МИАТЕЛ";Москва и Московская область;Город Москва, Московская область;7841482919;2025-05-01 12:46:22
0;934;4777000;4777999;1000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;934;4778000;4779999;2000;2;mg;АО "МТТ";Воронежская обл.;Воронежская область;7705017253;2025-05-01 12:46:22
0;934;4780000;4784999;5000;3;mg;АО "МТТ";Пермский край;Пермский край;7705017253;2025-05-01 12:46:22
0;934;4785000;4789999;5000;3;mg;АО "МТТ";Удмуртская Республика;Удмуртская Республика;7705017253;2025-05-01 12:46:22
0;934;4790000;4794999;5000;2;mg;АО "МТТ";Рязанская обл.;Рязанская область;7705017253;2025-05-01 12:46:22
0;934;4795000;4799999;5000;3;mg;АО "МТТ";Самарская обл.;Самарская область;7705017253;2025-05-01 12:46:22
0;934;4800000;4804999;5000;2;mg;АО "МТТ";Нижегородская обл.;Нижегородская область;7705017253;2025-05-01 12:46:22
0;934;4805000;4809999;5000;3;mg;АО "МТТ";Краснодарский край;Краснодарский край;7705017253;2025-05-01 12:46:22
0;934;4810000;4819999;10000;5;mg;ПАО "МегаФон";Забайкальский край;Забайкальский край;7812014560;2025-05-01 12:46:22
0;934;4910000;4919999;10000;6;mg;ПАО "МЕГАФОН";Еврейская автономная обл.;Еврейская автономная область;7812014560;2025-05-01 12:46:22
0;934;5550000;5559999;10000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;934;6600000;6699999;100000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;934;7770000;7774999;5000;3;mg;ООО "СПРИНТ";Калининградская обл.;Калининградская область;7723613650;2025-05-01 12:46:22
0;934;7775000;7777999;3000;3;mg;ООО "СПРИНТ";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7723613650;2025-05-01 12:46:22
0;934;7778000;7779999;2000;3;mg;ООО "СПРИНТ";Краснодарский край;Краснодарский край;7723613650;2025-05-01 12:46:22
0;934;8880000;8889999;10000;0;vz;ООО "СПРИНТ";г. Москва и Московская область;Город Москва, Московская область;7723613650;2025-05-01 12:46:22
0;934;9990000;9999999;10000;0;vz;ООО "СПРИНТ";г. Москва и Московская область;Город Москва, Московская область;7723613650;2025-05-01 12:46:22
0;936;0000000;0059999;60000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;1000000;1059999;60000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;1060000;1109999;50000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;936;1110000;3179999;2070000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;3180000;3189999;10000;3;mg;АО "МТТ";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7705017253;2025-05-01 12:46:22
0;936;3307000;3329999;23000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;3330000;3339999;10000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;4440000;4551999;112000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;5000000;5399999;400000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;5400000;5404999;5000;4;mg;АО "МТТ";Челябинская обл.;Челябинская область;7705017253;2025-05-01 12:46:22
0;936;5405000;5409999;5000;2;mg;АО "МТТ";Ярославская обл.;Ярославская область;7705017253;2025-05-01 12:46:22
0;936;5410000;5414999;5000;3;mg;АО "МТТ";Республика Татарстан;Республика Татарстан;7705017253;2025-05-01 12:46:22
0;936;5415000;5419999;5000;4;mg;АО "МТТ";Тюменская обл.;Тюменская область;7705017253;2025-05-01 12:46:22
0;936;5420000;5424999;5000;3;mg;АО "МТТ";Саратовская обл.;Саратовская область;7705017253;2025-05-01 12:46:22
0;936;5425000;5429999;5000;2;mg;АО "МТТ";Рязанская обл.;Рязанская область;7705017253;2025-05-01 12:46:22
0;936;5430000;5434999;5000;3;mg;АО "МТТ";Самарская обл.;Самарская область;7705017253;2025-05-01 12:46:22
0;936;5435000;5439999;5000;3;mg;АО "МТТ";Удмуртская Республика;Удмуртская Республика;7705017253;2025-05-01 12:46:22
0;936;5440000;5444999;5000;3;mg;АО "МТТ";Пермский край;Пермский край;7705017253;2025-05-01 12:46:22
0;936;5445000;5449999;5000;2;mg;АО "МТТ";Нижегородская обл.;Нижегородская область;7705017253;2025-05-01 12:46:22
0;936;5450000;5454999;5000;4;mg;АО "МТТ";Новосибирская обл.;Новосибирская область;7705017253;2025-05-01 12:46:22
0;936;5455000;5459999;5000;3;mg;АО "МТТ";Республика Башкортостан;Республика Башкортостан;7705017253;2025-05-01 12:46:22
0;936;5460000;5464999;5000;5;mg;АО "МТТ";Иркутская обл.;Иркутская область;7705017253;2025-05-01 12:46:22
0;936;5465000;5469999;5000;4;mg;АО "МТТ";Кемеровская область - Кузбасс;Кемеровская область - Кузбасс;7705017253;2025-05-01 12:46:22
0;936;5470000;5474999;5000;3;mg;АО "МТТ";Краснодарский край;Краснодарский край;7705017253;2025-05-01 12:46:22
0;936;5475000;5479999;5000;5;mg;АО "МТТ";Красноярский край;Красноярский край;7705017253;2025-05-01 12:46:22
0;936;5480000;5499999;20000;3;mg;АО "МТТ";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7705017253;2025-05-01 12:46:22
0;936;5500000;5549999;50000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;936;5550000;5559999;10000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;5560000;5569999;10000;3;mg;АО "МТТ";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7705017253;2025-05-01 12:46:22
0;936;5570000;5617999;48000;3;mg;АО "МТТ";Волгоградская обл.;Волгоградская область;7705017253;2025-05-01 12:46:22
0;936;5618000;5653999;36000;4;mg;АО "МТТ";Ханты-Мансийский Автономный округ - Югра АО;Ханты-Мансийский автономный округ - Югра;7705017253;2025-05-01 12:46:22
0;936;5654000;5679999;26000;2;mg;АО "МТТ";Владимирская обл.;Владимирская область;7705017253;2025-05-01 12:46:22
0;936;5680000;5702999;23000;3;mg;АО "МТТ";Калининградская обл.;Калининградская область;7705017253;2025-05-01 12:46:22
0;936;5703000;5723999;21000;2;mg;АО "МТТ";Ивановская обл.;Ивановская область;7705017253;2025-05-01 12:46:22
0;936;5724000;5742999;19000;4;mg;АО "МТТ";Ставропольский край;Ставропольский край;7705017253;2025-05-01 12:46:22
0;936;5743000;5760999;18000;4;mg;АО "МТТ";Астраханская обл.;Астраханская область;7705017253;2025-05-01 12:46:22
0;936;5761000;5777999;17000;6;mg;АО "МТТ";Приморский край;Приморский край;7705017253;2025-05-01 12:46:22
0;936;5778000;5790999;13000;2;mg;АО "МТТ";Новгородская обл.;Новгородская область;7705017253;2025-05-01 12:46:22
0;936;5791000;5803999;13000;4;mg;АО "МТТ";Томская обл.;Томская область;7705017253;2025-05-01 12:46:22
0;936;5804000;5815999;12000;3;mg;АО "МТТ";Республика Карелия;Республика Карелия;7705017253;2025-05-01 12:46:22
0;936;5816000;5826999;11000;4;mg;АО "МТТ";Мурманская обл.;Мурманская область;7705017253;2025-05-01 12:46:22
0;936;5827000;5836999;10000;4;mg;АО "МТТ";Ямало-Ненецкий АО;Ямало-Ненецкий автономный округ;7705017253;2025-05-01 12:46:22
0;936;5837000;5845999;9000;2;mg;АО "МТТ";Белгородская обл.;Белгородская область;7705017253;2025-05-01 12:46:22
0;936;5846000;5854999;9000;2;mg;АО "МТТ";Тульская обл.;Тульская область;7705017253;2025-05-01 12:46:22
0;936;5855000;5862999;8000;4;mg;АО "МТТ";Алтайский край;Алтайский край;7705017253;2025-05-01 12:46:22
0;936;5863000;5869999;7000;2;mg;АО "МТТ";Смоленская обл.;Смоленская область;7705017253;2025-05-01 12:46:22
0;936;5870000;5875999;6000;2;mg;АО "МТТ";Брянская обл.;Брянская область;7705017253;2025-05-01 12:46:22
0;936;5876000;5881999;6000;2;mg;АО "МТТ";Липецкая обл.;Липецкая область;7705017253;2025-05-01 12:46:22
0;936;5882000;5886999;5000;4;mg;АО "МТТ";Кабардино-Балкарская Республика;Кабардино-Балкарская Республика;7705017253;2025-05-01 12:46:22
0;936;5887000;5891999;5000;2;mg;АО "МТТ";Тверская обл.;Тверская область;7705017253;2025-05-01 12:46:22
0;936;5892000;5896999;5000;4;mg;АО "МТТ";Чеченская Республика;Чеченская Республика;7705017253;2025-05-01 12:46:22
0;936;5897000;5900999;4000;6;mg;АО "МТТ";Камчатский край;Камчатский край;7705017253;2025-05-01 12:46:22
0;936;5901000;5904999;4000;4;mg;АО "МТТ";Республика Ингушетия;Республика Ингушетия;7705017253;2025-05-01 12:46:22
0;936;5905000;5908999;4000;4;mg;АО "МТТ";Республика Северная Осетия - Алания;Республика Северная Осетия - Алания;7705017253;2025-05-01 12:46:22
0;936;5909000;5911999;3000;5;mg;АО "МТТ";Забайкальский край;Забайкальский край;7705017253;2025-05-01 12:46:22
0;936;5912000;5914999;3000;2;mg;АО "МТТ";Курская обл.;Курская область;7705017253;2025-05-01 12:46:22
0;936;5915000;5917999;3000;2;mg;АО "МТТ";Тамбовская обл.;Тамбовская область;7705017253;2025-05-01 12:46:22
0;936;5918000;5919999;2000;6;mg;АО "МТТ";Магаданская обл.;Магаданская область;7705017253;2025-05-01 12:46:22
0;936;5920000;5921999;2000;3;mg;АО "МТТ";Псковская обл.;Псковская область;7705017253;2025-05-01 12:46:22
0;936;5922000;5923999;2000;2;mg;АО "МТТ";Республика Мордовия;Республика Мордовия;7705017253;2025-05-01 12:46:22
0;936;5924000;5925999;2000;5;mg;АО "МТТ";Республика Хакасия;Республика Хакасия;7705017253;2025-05-01 12:46:22
0;936;5926000;5926999;1000;4;mg;АО "МТТ";Карачаево-Черкесская Республика;Карачаево-Черкесская Республика;7705017253;2025-05-01 12:46:22
0;936;5927000;5927999;1000;3;mg;АО "МТТ";Архангельская область и Ненецкий автономный округ;Ненецкий автономный округ, Архангельская область;7705017253;2025-05-01 12:46:22
0;936;5928000;5928999;1000;5;mg;АО "МТТ";Республика Алтай;Республика Алтай;7705017253;2025-05-01 12:46:22
0;936;5929000;5929999;1000;3;mg;АО "МТТ";Республика Коми;Республика Коми;7705017253;2025-05-01 12:46:22
0;936;5930000;5930999;1000;3;mg;АО "МТТ";Республика Марий Эл;Республика Марий Эл;7705017253;2025-05-01 12:46:22
0;936;5931000;5931999;1000;5;mg;АО "МТТ";Республика Тыва;Республика Тыва;7705017253;2025-05-01 12:46:22
0;936;5932000;5932999;1000;6;mg;АО "МТТ";Чукотский АО;Чукотский автономный округ;7705017253;2025-05-01 12:46:22
0;936;6000000;6259999;260000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;6660000;6669999;10000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;6670000;6689999;20000;0;vz;ООО "НМК";Город Москва, Московская область;Город Москва, Московская область;7727443720;2025-05-01 12:46:22
0;936;6690000;6705999;16000;3;mg;ООО "НМК";Краснодарский край;Краснодарский край;7727443720;2025-05-01 12:46:22
0;936;6706000;6707999;2000;2;mg;ООО "НМК";Курская область;Курская область;7727443720;2025-05-01 12:46:22
0;936;6708000;6709999;2000;4;mg;ООО "НМК";Курганская область;Курганская область;7727443720;2025-05-01 12:46:22
0;936;6710000;6711999;2000;2;mg;ООО "НМК";Орловская область;Орловская область;7727443720;2025-05-01 12:46:22
0;936;6712000;6713999;2000;2;mg;ООО "НМК";Тамбовская область;Тамбовская область;7727443720;2025-05-01 12:46:22
0;936;6714000;6717999;4000;4;mg;ООО "НМК";Тюменская область;Тюменская область;7727443720;2025-05-01 12:46:22
0;936;6777000;6777999;1000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;936;6778000;6779999;2000;0;vz;ООО "МИАТЕЛ";Москва и Московская область;Город Москва, Московская область;7841482919;2025-05-01 12:46:22
0;936;6990000;6999999;10000;4;mg;АО "МТТ";Свердловская обл.;Свердловская область;7705017253;2025-05-01 12:46:22
0;936;7000000;7099999;100000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;936;7770000;7779999;10000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;8880000;8889999;10000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;9360000;9399999;40000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;936;9990000;9999999;10000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;937;0000000;0099999;100000;3;mg;ПАО "МЕГАФОН";Республика Татарстан;Республика Татарстан;7812014560;2025-05-01 12:46:22
0;937;0100000;0199999;100000;2;mg;ПАО "МЕГАФОН";Чувашская Республика;Чувашская Республика - Чувашия;7812014560;2025-05-01 12:46:22
0;937;0200000;0299999;100000;3;mg;ПАО "МЕГАФОН";Саратовская обл.;Саратовская область;7812014560;2025-05-01 12:46:22
0;937;0300000;0399999;100000;3;mg;ПАО "МЕГАФОН";Ульяновская обл.;Ульяновская область;7812014560;2025-05-01 12:46:22
0;937;0400000;0479999;80000;3;mg;ПАО "МЕГАФОН";Республика Татарстан;Республика Татарстан;7812014560;2025-05-01 12:46:22
0;937;0480000;0499999;20000;3;mg;ПАО "МЕГАФОН";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7812014560;2025-05-01 12:46:22
0;937;0500000;0519999;20000;3;mg;ПАО "МЕГАФОН";Ульяновская обл.;Ульяновская область;7812014560;2025-05-01 12:46:22
0;937;0520000;0559999;40000;3;mg;ПАО "МЕГАФОН";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7812014560;2025-05-01 12:46:22
0;937;0560000;0599999;40000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;937;0600000;0799999;200000;3;mg;ПАО "МЕГАФОН";Самарская обл.;Самарская область;7812014560;2025-05-01 12:46:22
0;937;0800000;0999999;200000;3;mg;ПАО "МЕГАФОН";Волгоградская обл.;Волгоградская область;7812014560;2025-05-01 12:46:22
0;937;1000000;1009999;10000;3;mg;ПАО "МЕГАФОН";Самарская обл.;Самарская область;7812014560;2025-05-01 12:46:22
0;937;1010000;1069999;60000;3;mg;ПАО "МЕГАФОН";Волгоградская обл.;Волгоградская область;7812014560;2025-05-01 12:46:22
0;937;1070000;1099999;30000;0;vz;ПАО "МЕГАФОН";Москва и Московская область;Город Москва, Московская область;7812014560;2025-05-01 12:46:22
0;937;1100000;1199999;100000;3;mg;ПАО "МЕГАФОН";Республика Марий Эл;Республика Марий Эл;7812014560;2025-05-01 12:46:22
0;937;1200000;1399999;200000;4;mg;ПАО "МЕГАФОН";Астраханская обл.;Астраханская область;7812014560;2025-05-01 12:46:22
0;937;1400000;1499999;100000;3;mg;ПАО "МЕГАФОН";Саратовская обл.;Саратовская область;7812014560;2025-05-01 12:46:22
0;937;1500000;1699999;200000;3;mg;ПАО "МЕГАФОН";Республика Башкортостан;Республика Башкортостан;7812014560;2025-05-01 12:46:22
0;937;1700000;1899999;200000;3;mg;ПАО "МЕГАФОН";Самарская обл.;Самарская область;7812014560;2025-05-01 12:46:22
0;937;1900000;1999999;100000;3;mg;ПАО "МЕГАФОН";Республика Калмыкия;Республика Калмыкия;7812014560;2025-05-01 12:46:22
0;937;2000000;2199999;200000;3;mg;ПАО "МЕГАФОН";Самарская обл.;Самарская область;7812014560;2025-05-01 12:46:22
0;937;2200000;2299999;100000;3;mg;ПАО "МЕГАФОН";Саратовская обл.;Саратовская область;7812014560;2025-05-01 12:46:22
0;937;2300000;2399999;100000;3;mg;ПАО "МЕГАФОН";Самарская обл.;Самарская область;7812014560;2025-05-01 12:46:22
0;937;2400000;2699999;300000;3;mg;ПАО "МЕГАФОН";Саратовская обл.;Саратовская область;7812014560;2025-05-01 12:46:22
0;937;2700000;2799999;100000;3;mg;ПАО "МЕГАФОН";Ульяновская обл.;Ульяновская область;7812014560;2025-05-01 12:46:22
