[book    ] sum:31658.76  nds:6331.76  vsego:37990.52
[detal   ] sum:31658.76  nds:6331.76  vsego:37990.52
[amount  ] sum:31658.83  nds:6331.78  vsego:37990.61
[total   ] sum:31658.83  nds:6331.77  vsego:37990.60
[akt     ] sum:31658.83  nds:0.00  vsego:0.00
--
[book    ] sum:31658.76  nds:6331.76  vsego:37990.52
[detal   ] sum:31658.76  nds:6331.76  vsego:37990.52
[amount  ] sum:31658.76  nds:6331.76  vsego:37990.52
[total   ] sum:31658.76  nds:6331.76  vsego:37990.52
[akt     ] sum:31658.76  nds:0.00  vsego:0.00
