[book    ] sum:39013.88  nds:7802.78  vsego:46816.66
[detal   ] sum:39013.88  nds:7802.78  vsego:46816.66
[amount  ] sum:39013.89  nds:7802.78  vsego:46816.67
[total   ] sum:39013.89  nds:7802.79  vsego:46816.68
[akt     ] sum:39013.89  nds:0.00  vsego:0.00
--
[book    ] sum:39013.88  nds:7802.78  vsego:46816.66
[detal   ] sum:39013.88  nds:7802.78  vsego:46816.66
[amount  ] sum:39013.88  nds:7802.78  vsego:46816.66
[total   ] sum:39013.88  nds:7802.78  vsego:46816.66
[akt     ] sum:39013.88  nds:0.00  vsego:0.00
