[book    ] sum:24954.56  nds:4990.92  vsego:29945.48
[detal   ] sum:24954.56  nds:4990.92  vsego:29945.48
[amount  ] sum:24954.56  nds:4990.92  vsego:29945.48
[total   ] sum:24954.56  nds:4990.91  vsego:29945.47
[akt     ] sum:24954.56  nds:0.00  vsego:0.00
--
[book    ] sum:24954.56  nds:4990.92  vsego:29945.48
[detal   ] sum:24954.56  nds:4990.92  vsego:29945.48
[amount  ] sum:24954.56  nds:4990.92  vsego:29945.48
[total   ] sum:24954.56  nds:4990.92  vsego:29945.48
[akt     ] sum:24954.56  nds:0.00  vsego:0.00
