[book    ] sum:27537.76  nds:5507.56  vsego:33045.32
[detal   ] sum:27537.76  nds:5507.56  vsego:33045.32
[amount  ] sum:27537.77  nds:5507.54  vsego:33045.31
[total   ] sum:27537.77  nds:5507.56  vsego:33045.33
[akt     ] sum:27537.77  nds:0.00  vsego:0.00
--
[book    ] sum:27537.76  nds:5507.56  vsego:33045.32
[detal   ] sum:27537.76  nds:5507.56  vsego:33045.32
[amount  ] sum:27537.76  nds:5507.56  vsego:33045.32
[total   ] sum:27537.76  nds:5507.56  vsego:33045.32
[akt     ] sum:27537.76  nds:0.00  vsego:0.00
