[book    ] sum:32969.92  nds:6593.98  vsego:39563.90
[detal   ] sum:32969.92  nds:6593.98  vsego:39563.90
[amount  ] sum:32969.93  nds:6593.98  vsego:39563.91
[total   ] sum:32969.93  nds:6593.98  vsego:39563.91
[akt     ] sum:32969.93  nds:0.00  vsego:0.00
--
[book    ] sum:32969.92  nds:6593.98  vsego:39563.90
[detal   ] sum:32969.92  nds:6593.98  vsego:39563.90
[amount  ] sum:32969.92  nds:6593.98  vsego:39563.90
[total   ] sum:32969.92  nds:6593.98  vsego:39563.90
[akt     ] sum:32969.92  nds:0.00  vsego:0.00
