[book    ] sum:34434.26  nds:6886.85  vsego:41321.11
[detal   ] sum:34434.26  nds:6886.85  vsego:41321.11
[amount  ] sum:34434.30  nds:6886.86  vsego:41321.16
[total   ] sum:34434.30  nds:6886.85  vsego:41321.15
[akt     ] sum:34434.30  nds:0.00  vsego:0.00
--
[book    ] sum:34434.26  nds:6886.85  vsego:41321.11
[detal   ] sum:34434.26  nds:6886.85  vsego:41321.11
[amount  ] sum:34434.26  nds:6886.85  vsego:41321.11
[total   ] sum:34434.26  nds:6886.85  vsego:41321.11
[akt     ] sum:34434.26  nds:0.00  vsego:0.00
