[book    ] sum:30054.09  nds:6010.82  vsego:36064.91
[detal   ] sum:30054.09  nds:6010.82  vsego:36064.91
[amount  ] sum:30054.17  nds:6010.84  vsego:36065.01
[total   ] sum:30054.17  nds:6010.83  vsego:36065.00
[akt     ] sum:30054.17  nds:0.00  vsego:0.00
--
[book    ] sum:30054.09  nds:6010.82  vsego:36064.91
[detal   ] sum:30054.09  nds:6010.82  vsego:36064.91
[amount  ] sum:30054.09  nds:6010.82  vsego:36064.91
[total   ] sum:30054.09  nds:6010.82  vsego:36064.91
[akt     ] sum:30054.09  nds:0.00  vsego:0.00
