[book    ] sum:36095.08  nds:7219.03  vsego:43314.11
[detal   ] sum:36095.08  nds:7219.03  vsego:43314.11
[amount  ] sum:36095.11  nds:7219.02  vsego:43314.13
[total   ] sum:36095.11  nds:7219.02  vsego:43314.13
[akt     ] sum:36095.11  nds:0.00  vsego:0.00
--
[book    ] sum:36095.08  nds:7219.03  vsego:43314.11
[detal   ] sum:36095.08  nds:7219.03  vsego:43314.11
[amount  ] sum:36095.08  nds:7219.03  vsego:43314.11
[total   ] sum:36095.08  nds:7219.03  vsego:43314.11
[akt     ] sum:36095.08  nds:0.00  vsego:0.00
