[book    ] sum:44656.51  nds:8931.31  vsego:53587.82
[detal   ] sum:44656.51  nds:8931.31  vsego:53587.82
[amount  ] sum:44656.51  nds:8931.32  vsego:53587.83
[total   ] sum:44656.51  nds:8931.30  vsego:53587.81
[akt     ] sum:44656.51  nds:0.00  vsego:0.00
--
[book    ] sum:44656.51  nds:8931.31  vsego:53587.82
[detal   ] sum:44656.51  nds:8931.31  vsego:53587.82
[amount  ] sum:44656.51  nds:8931.31  vsego:53587.82
[total   ] sum:44656.51  nds:8931.31  vsego:53587.82
[akt     ] sum:44656.51  nds:0.00  vsego:0.00
