[book    ] sum:26510.41  nds:5302.07  vsego:31812.48
[detal   ] sum:26510.41  nds:5302.07  vsego:31812.48
[amount  ] sum:26510.48  nds:5302.09  vsego:31812.57
[total   ] sum:26510.48  nds:5302.09  vsego:31812.57
[akt     ] sum:26510.48  nds:0.00  vsego:0.00
--
[book    ] sum:26510.41  nds:5302.07  vsego:31812.48
[detal   ] sum:26510.41  nds:5302.07  vsego:31812.48
[amount  ] sum:26510.41  nds:5302.07  vsego:31812.48
[total   ] sum:26510.41  nds:5302.07  vsego:31812.48
[akt     ] sum:26510.41  nds:0.00  vsego:0.00
