[book    ] sum:36258.79  nds:7251.76  vsego:43510.55
[detal   ] sum:36258.79  nds:7251.76  vsego:43510.55
[amount  ] sum:36258.80  nds:7251.79  vsego:43510.59
[total   ] sum:36258.80  nds:7251.76  vsego:43510.56
[akt     ] sum:36258.80  nds:0.00  vsego:0.00
--
[book    ] sum:36258.79  nds:7251.76  vsego:43510.55
[detal   ] sum:36258.79  nds:7251.76  vsego:43510.55
[amount  ] sum:36258.79  nds:7251.76  vsego:43510.55
[total   ] sum:36258.79  nds:7251.76  vsego:43510.55
[akt     ] sum:36258.79  nds:0.00  vsego:0.00
