[book    ] sum:33816.15  nds:6763.23  vsego:40579.38
[detal   ] sum:33816.15  nds:6763.23  vsego:40579.38
[amount  ] sum:33816.15  nds:6763.23  vsego:40579.38
[total   ] sum:33816.15  nds:6763.23  vsego:40579.38
[akt     ] sum:33816.15  nds:0.00  vsego:0.00
--
[book    ] sum:33816.15  nds:6763.23  vsego:40579.38
[detal   ] sum:33816.15  nds:6763.23  vsego:40579.38
[amount  ] sum:33816.15  nds:6763.23  vsego:40579.38
[total   ] sum:33816.15  nds:6763.23  vsego:40579.38
[akt     ] sum:33816.15  nds:0.00  vsego:0.00
