[book    ] sum:30470.07  nds:6094.02  vsego:36564.09
[detal   ] sum:30470.07  nds:6094.02  vsego:36564.09
[amount  ] sum:30470.11  nds:6094.03  vsego:36564.14
[total   ] sum:30470.11  nds:6094.02  vsego:36564.13
[akt     ] sum:30470.11  nds:0.00  vsego:0.00
--
[book    ] sum:30470.07  nds:6094.02  vsego:36564.09
[detal   ] sum:30470.07  nds:6094.02  vsego:36564.09
[amount  ] sum:30470.07  nds:6094.02  vsego:36564.09
[total   ] sum:30470.07  nds:6094.02  vsego:36564.09
[akt     ] sum:30470.07  nds:0.00  vsego:0.00
