[book    ] sum:18644.86  nds:3728.98  vsego:22373.84
[detal   ] sum:18644.86  nds:3728.98  vsego:22373.84
[amount  ] sum:18644.89  nds:3728.99  vsego:22373.88
[total   ] sum:18644.89  nds:3728.98  vsego:22373.87
[akt     ] sum:18644.89  nds:0.00  vsego:0.00
--
[book    ] sum:18644.86  nds:3728.98  vsego:22373.84
[detal   ] sum:18644.86  nds:3728.98  vsego:22373.84
[amount  ] sum:18644.86  nds:3728.98  vsego:22373.84
[total   ] sum:18644.86  nds:3728.98  vsego:22373.84
[akt     ] sum:18644.86  nds:0.00  vsego:0.00
