[book    ] sum:30957.16  nds:6191.42  vsego:37148.58
[detal   ] sum:30957.16  nds:6191.42  vsego:37148.58
[amount  ] sum:30957.18  nds:6191.43  vsego:37148.61
[total   ] sum:30957.18  nds:6191.43  vsego:37148.61
[akt     ] sum:30957.18  nds:0.00  vsego:0.00
--
[book    ] sum:30957.16  nds:6191.42  vsego:37148.58
[detal   ] sum:30957.16  nds:6191.42  vsego:37148.58
[amount  ] sum:30957.16  nds:6191.42  vsego:37148.58
[total   ] sum:30957.16  nds:6191.42  vsego:37148.58
[akt     ] sum:30957.16  nds:0.00  vsego:0.00
