[book    ] sum:28146.55  nds:6192.24  vsego:34338.79
[detal   ] sum:28146.55  nds:6192.24  vsego:34338.79
[amount  ] sum:28146.55  nds:6192.20  vsego:34338.75
[total   ] sum:28146.55  nds:6192.24  vsego:34338.79
[akt     ] sum:28146.55  nds:0.00  vsego:0.00
--
[book    ] sum:28146.55  nds:6192.24  vsego:34338.79
[detal   ] sum:28146.55  nds:6192.24  vsego:34338.79
[amount  ] sum:28146.55  nds:6192.24  vsego:34338.79
[total   ] sum:28146.55  nds:6192.24  vsego:34338.79
[akt     ] sum:28146.55  nds:0.00  vsego:0.00
