[book    ] sum:29788.28  nds:5957.65  vsego:35745.93
[detal   ] sum:29788.28  nds:5957.65  vsego:35745.93
[amount  ] sum:29788.30  nds:5957.66  vsego:35745.96
[total   ] sum:29788.30  nds:5957.67  vsego:35745.97
[akt     ] sum:29788.30  nds:0.00  vsego:0.00
--
[book    ] sum:29788.28  nds:5957.65  vsego:35745.93
[detal   ] sum:29788.28  nds:5957.65  vsego:35745.93
[amount  ] sum:29788.28  nds:5957.65  vsego:35745.93
[total   ] sum:29788.28  nds:5957.65  vsego:35745.93
[akt     ] sum:29788.28  nds:0.00  vsego:0.00
