[book    ] sum:27868.89  nds:5573.78  vsego:33442.67
[detal   ] sum:27868.89  nds:5573.78  vsego:33442.67
[amount  ] sum:27868.96  nds:5573.79  vsego:33442.75
[total   ] sum:27868.96  nds:5573.80  vsego:33442.76
[akt     ] sum:27868.96  nds:0.00  vsego:0.00
--
[book    ] sum:27868.89  nds:5573.78  vsego:33442.67
[detal   ] sum:27868.89  nds:5573.78  vsego:33442.67
[amount  ] sum:27868.89  nds:5573.78  vsego:33442.67
[total   ] sum:27868.89  nds:5573.78  vsego:33442.67
[akt     ] sum:27868.89  nds:0.00  vsego:0.00
