[book    ] sum:28555.98  nds:5711.19  vsego:34267.17
[detal   ] sum:28555.98  nds:5711.19  vsego:34267.17
[amount  ] sum:28556.00  nds:5711.19  vsego:34267.19
[total   ] sum:28556.00  nds:5711.20  vsego:34267.20
[akt     ] sum:28556.00  nds:0.00  vsego:0.00
--
[book    ] sum:28555.98  nds:5711.19  vsego:34267.17
[detal   ] sum:28555.98  nds:5711.19  vsego:34267.17
[amount  ] sum:28555.98  nds:5711.19  vsego:34267.17
[total   ] sum:28555.98  nds:5711.19  vsego:34267.17
[akt     ] sum:28555.98  nds:0.00  vsego:0.00
